"time","heart_rate"
2015-04-03 12:41:09,120
2015-04-03 12:41:14,120
2015-04-03 12:41:19,119
2015-04-03 12:41:24,113
2015-04-03 12:41:29,113
2015-04-03 12:41:34,112
2015-04-03 12:41:39,109
2015-04-03 12:41:44,104
2015-04-03 12:41:49,103
2015-04-03 12:41:54,103
2015-04-03 12:41:59,104
2015-04-03 12:42:04,106
2015-04-03 12:42:09,107
2015-04-03 12:42:14,105
2015-04-03 12:42:19,103
2015-04-03 12:42:24,108
2015-04-03 12:42:29,102
2015-04-03 12:42:34,105
2015-04-03 12:42:39,108
2015-04-03 12:42:44,110
2015-04-03 12:42:49,108
2015-04-03 12:42:54,107
2015-04-03 12:42:59,107
2015-04-03 12:43:04,106
2015-04-03 12:43:09,108
2015-04-03 12:43:14,109
2015-04-03 12:43:19,108
2015-04-03 12:43:24,108
2015-04-03 12:43:29,102
2015-04-03 12:43:34,100
2015-04-03 12:43:39,102
2015-04-03 12:43:44,106
2015-04-03 12:43:49,109
2015-04-03 12:43:54,98
2015-04-03 12:43:59,96
2015-04-03 12:44:04,97
2015-04-03 12:44:09,98
2015-04-03 12:44:14,92
2015-04-03 12:44:19,89
2015-04-03 12:44:24,92
2015-04-03 12:44:29,91
2015-04-03 12:44:34,89
2015-04-03 12:44:39,85
2015-04-03 12:44:44,85
2015-04-03 12:44:49,92
2015-04-03 12:44:54,90
2015-04-03 12:44:59,91
2015-04-03 12:45:04,94
2015-04-03 12:45:09,94
2015-04-03 12:45:14,80
2015-04-03 12:45:19,85
2015-04-03 12:45:24,98
2015-04-03 12:45:29,96
2015-04-03 12:45:34,88
2015-04-03 12:45:39,89
2015-04-03 12:45:44,90
2015-04-03 12:45:49,81
2015-04-03 12:45:54,91
2015-04-03 12:45:59,99
2015-04-03 12:46:04,102
2015-04-03 12:46:09,93
2015-04-03 12:46:14,90
2015-04-03 12:46:19,98
2015-04-03 12:46:24,97
2015-04-03 12:46:29,97
2015-04-03 12:46:34,103
2015-04-03 12:46:39,90
2015-04-03 12:46:44,94
2015-04-03 12:46:49,91
2015-04-03 12:46:54,90
2015-04-03 12:46:59,89
2015-04-03 12:47:04,82
2015-04-03 12:47:09,77
2015-04-03 12:47:14,79
2015-04-03 12:47:19,78
2015-04-03 12:47:24,80
2015-04-03 12:47:29,80
2015-04-03 12:47:34,78
2015-04-03 12:47:39,77
2015-04-03 12:47:44,77
2015-04-03 12:47:49,77
2015-04-03 12:47:54,76
2015-04-03 12:47:59,79
2015-04-03 12:48:04,79
2015-04-03 12:48:09,80
2015-04-03 12:48:14,83
2015-04-03 12:48:19,83
2015-04-03 12:48:24,84
2015-04-03 12:48:29,81
2015-04-03 12:48:34,83
2015-04-03 12:48:39,82
2015-04-03 12:48:44,81
2015-04-03 12:48:49,80
2015-04-03 12:48:54,82
2015-04-03 12:48:59,82
2015-04-03 12:49:04,83
2015-04-03 12:49:09,82
2015-04-03 12:49:14,76
2015-04-03 12:49:19,80
2015-04-03 12:49:24,81
2015-04-03 12:49:29,83
2015-04-03 12:49:34,82
2015-04-03 12:49:39,78
2015-04-03 12:49:44,76
2015-04-03 12:49:49,76
2015-04-03 12:49:54,77
2015-04-03 12:49:59,79
2015-04-03 12:50:04,83
2015-04-03 12:50:09,83
2015-04-03 12:50:14,86
2015-04-03 12:50:19,89
2015-04-03 12:50:24,91
2015-04-03 12:50:29,79
2015-04-03 12:50:34,83
2015-04-03 12:50:39,93
2015-04-03 12:50:44,90
2015-04-03 12:50:49,94
2015-04-03 12:50:54,96
2015-04-03 12:50:59,89
2015-04-03 12:51:04,83
2015-04-03 12:51:09,80
2015-04-03 12:51:14,86
2015-04-03 12:51:19,89
2015-04-03 12:51:24,82
2015-04-03 12:51:29,79
2015-04-03 12:51:34,79
2015-04-03 12:51:39,74
2015-04-03 12:51:44,78
2015-04-03 12:51:49,77
2015-04-03 12:51:54,81
2015-04-03 12:51:59,82
2015-04-03 12:52:04,84
2015-04-03 12:52:09,85
2015-04-03 12:52:14,84
2015-04-03 12:52:19,85
2015-04-03 12:52:24,80
2015-04-03 12:52:29,84
2015-04-03 12:52:34,82
2015-04-03 12:52:39,74
2015-04-03 12:52:44,83
2015-04-03 12:52:49,80
2015-04-03 12:52:54,92
2015-04-03 12:52:59,81
2015-04-03 12:53:04,81
2015-04-03 12:53:09,80
2015-04-03 12:53:14,81
2015-04-03 12:53:19,80
2015-04-03 12:53:24,80
2015-04-03 12:53:29,83
2015-04-03 12:53:34,81
2015-04-03 12:53:39,80
2015-04-03 12:53:44,81
2015-04-03 12:53:49,86
2015-04-03 12:53:54,83
2015-04-03 12:53:59,84
2015-04-03 12:54:04,85
2015-04-03 12:54:09,85
2015-04-03 12:54:14,83
2015-04-03 12:54:19,82
2015-04-03 12:54:24,83
2015-04-03 12:54:29,83
2015-04-03 12:54:34,83
2015-04-03 12:54:39,81
2015-04-03 12:54:44,82
2015-04-03 12:54:49,81
2015-04-03 12:54:54,84
2015-04-03 12:54:59,83
2015-04-03 12:55:04,84
2015-04-03 12:55:09,84
2015-04-03 12:55:14,76
2015-04-03 12:55:19,81
2015-04-03 12:55:24,84
2015-04-03 12:55:29,81
2015-04-03 12:55:34,83
2015-04-03 12:55:39,84
2015-04-03 12:55:44,92
2015-04-03 12:55:49,88
2015-04-03 12:55:54,83
2015-04-03 12:55:59,85
2015-04-03 12:56:04,84
2015-04-03 12:56:09,85
2015-04-03 12:56:14,80
2015-04-03 12:56:19,80
2015-04-03 12:56:24,80
2015-04-03 12:56:29,79
2015-04-03 12:56:34,80
2015-04-03 12:56:39,84
2015-04-03 12:56:44,83
2015-04-03 12:56:49,87
2015-04-03 12:56:54,90
2015-04-03 12:56:59,89
2015-04-03 12:57:04,78
2015-04-03 12:57:09,81
2015-04-03 12:57:14,77
2015-04-03 12:57:19,79
2015-04-03 12:57:24,83
2015-04-03 12:57:29,82
2015-04-03 12:57:34,82
2015-04-03 12:57:39,82
2015-04-03 12:57:44,83
2015-04-03 12:57:49,83
2015-04-03 12:57:54,82
2015-04-03 12:57:59,84
2015-04-03 12:58:04,85
2015-04-03 12:58:09,82
2015-04-03 12:58:14,83
2015-04-03 12:58:19,83
2015-04-03 12:58:24,81
2015-04-03 12:58:29,85
2015-04-03 12:58:34,86
2015-04-03 12:58:39,84
2015-04-03 12:58:44,87
2015-04-03 12:58:49,87
2015-04-03 12:58:54,84
2015-04-03 12:58:59,89
2015-04-03 12:59:04,93
2015-04-03 12:59:09,86
2015-04-03 12:59:14,82
2015-04-03 12:59:19,78
2015-04-03 12:59:24,83
2015-04-03 12:59:29,82
2015-04-03 12:59:34,83
2015-04-03 12:59:39,86
2015-04-03 12:59:44,82
2015-04-03 12:59:49,83
2015-04-03 12:59:54,84
2015-04-03 12:59:59,87
2015-04-03 13:00:04,86
2015-04-03 13:00:09,89
2015-04-03 13:00:14,90
2015-04-03 13:00:19,92
2015-04-03 13:00:24,98
2015-04-03 13:00:29,101
2015-04-03 13:00:34,104
2015-04-03 13:00:39,85
2015-04-03 13:00:44,84
2015-04-03 13:00:49,84
2015-04-03 13:00:54,79
2015-04-03 13:00:59,82
2015-04-03 13:01:04,81
2015-04-03 13:01:09,80
2015-04-03 13:01:14,78
2015-04-03 13:01:19,81
2015-04-03 13:01:24,86
2015-04-03 13:01:29,86
2015-04-03 13:01:34,81
2015-04-03 13:01:39,84
2015-04-03 13:01:44,79
2015-04-03 13:01:49,76
2015-04-03 13:01:54,81
2015-04-03 13:01:59,85
2015-04-03 13:02:04,89
2015-04-03 13:02:09,89
2015-04-03 13:02:14,86
2015-04-03 13:02:19,84
2015-04-03 13:02:24,84
2015-04-03 13:02:29,79
2015-04-03 13:02:34,78
2015-04-03 13:02:39,80
2015-04-03 13:02:44,81
2015-04-03 13:02:49,81
2015-04-03 13:02:54,86
2015-04-03 13:02:59,85
2015-04-03 13:03:04,90
2015-04-03 13:03:09,99
2015-04-03 13:03:14,105
2015-04-03 13:03:19,102
2015-04-03 13:03:24,101
2015-04-03 13:03:29,91
2015-04-03 13:03:34,90
2015-04-03 13:03:39,92
2015-04-03 13:03:44,80
2015-04-03 13:03:49,76
2015-04-03 13:03:54,75
2015-04-03 13:03:59,78
2015-04-03 13:04:04,79
2015-04-03 13:04:09,76
2015-04-03 13:04:14,76
2015-04-03 13:04:19,79
2015-04-03 13:04:24,77
2015-04-03 13:04:29,75
2015-04-03 13:04:34,76
2015-04-03 13:04:39,83
2015-04-03 13:04:44,82
2015-04-03 13:04:49,83
2015-04-03 13:04:54,84
2015-04-03 13:04:59,83
2015-04-03 13:05:04,85
2015-04-03 13:05:09,85
2015-04-03 13:05:14,82
2015-04-03 13:05:19,83
2015-04-03 13:05:24,82
2015-04-03 13:05:29,81
2015-04-03 13:05:34,79
2015-04-03 13:05:39,76
2015-04-03 13:05:44,77
2015-04-03 13:05:49,80
2015-04-03 13:05:54,78
2015-04-03 13:05:59,73
2015-04-03 13:06:04,76
2015-04-03 13:06:09,82
2015-04-03 13:06:14,76
2015-04-03 13:06:19,77
2015-04-03 13:06:24,80
2015-04-03 13:06:29,82
2015-04-03 13:06:34,80
2015-04-03 13:06:39,86
2015-04-03 13:06:44,83
2015-04-03 13:06:49,83
2015-04-03 13:06:54,84
2015-04-03 13:06:59,82
2015-04-03 13:07:04,81
2015-04-03 13:07:09,81
2015-04-03 13:07:14,81
2015-04-03 13:07:19,81
2015-04-03 13:07:24,82
2015-04-03 13:07:29,80
2015-04-03 13:07:34,81
2015-04-03 13:07:39,90
2015-04-03 13:07:44,86
2015-04-03 13:07:49,84
2015-04-03 13:07:54,80
2015-04-03 13:07:59,82
2015-04-03 13:08:04,81
2015-04-03 13:08:09,82
2015-04-03 13:08:14,81
2015-04-03 13:08:19,81
2015-04-03 13:08:24,82
2015-04-03 13:08:29,83
2015-04-03 13:08:34,81
2015-04-03 13:08:39,80
2015-04-03 13:08:44,81
2015-04-03 13:08:49,82
2015-04-03 13:08:54,82
2015-04-03 13:08:59,82
2015-04-03 13:09:04,87
2015-04-03 13:09:09,91
2015-04-03 13:09:14,95
2015-04-03 13:09:19,93
2015-04-03 13:09:24,93
2015-04-03 13:09:29,103
2015-04-03 13:09:34,105
2015-04-03 13:09:39,112
2015-04-03 13:09:44,106
2015-04-03 13:09:49,104
2015-04-03 13:09:54,98
2015-04-03 13:09:59,99
2015-04-03 13:10:04,96
2015-04-03 13:10:09,95
2015-04-03 13:10:14,86
2015-04-03 13:10:19,87
2015-04-03 13:10:24,84
2015-04-03 13:10:29,92
2015-04-03 13:10:34,100
2015-04-03 13:10:39,93
2015-04-03 13:10:44,89
2015-04-03 13:10:49,88
2015-04-03 13:10:54,75
2015-04-03 13:11:00,78
